Name, CPF, Address, City Notification, Phone, Evolution, Date Notification, CEP, Result  Test, Gender, Age, Date Simptoms, Number Of Duplicities
FULANE SILVE, 88888888, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-04, 0, Negativo, Masculino, 38, 03/06/2020, 0
FULANE SILVE, 88888889, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-20, 0, Negativo, Masculino, 30, 19/06/2020
FULANE SILVE, 88889529, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-07-10, 0, Negativo, Masculino, 27, 09/07/2020
FULANE SILVE, 88889530, RUA LUGAR NENHUM, Itabirito, 99999999, Cura, 2020-05-14, 0, Negativo, Feminino, 43, 11/05/2020
FULANE SILVE, 88889531, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-22, 0, , Masculino, 6, 11/06/2020
FULANE SILVE, 88889532, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-07-02, 0, Positivo, Masculino, 50, 29/06/2020
FULANE SILVE, 88889533, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-26, 0, Negativo, Masculino, 43, 26/06/2020
FULANE SILVE, 88889534, RUA LUGAR NENHUM, Itabira, 99999999, , 2020-05-25, 0, Positivo, Feminino, 30, 25/05/2020
FULANE SILVE, 88889535, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-20, 0, Negativo, Feminino, 41, 19/06/2020
FULANE SILVE, 88889536, RUA LUGAR NENHUM, Mariana, 99999999, , 2020-05-24, 0, , Feminino, 34, 19/05/2020
FULANE SILVE, 88889537, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-07, 0, Negativo, Feminino, 40, 22/05/2020
FULANE SILVE, 88889538, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-07-09, 0, , Feminino, 47, 07/07/2020
FULANE SILVE, 88889539, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-08, 0, Negativo, Masculino, 41, 03/06/2020
FULANE SILVE, 88889540, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-07-10, 0, , Feminino, 43, 29/06/2020
FULANE SILVE, 88889541, RUA LUGAR NENHUM, Belo Horizonte, 99999999, , 2020-06-04, 0, Negativo, Masculino, 48, 04/06/2020
FULANE SILVE, 88889542, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-03-25, 0, , Masculino, 41, 24/03/2020
FULANE SILVE, 88889543, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-22, 0, Negativo, Masculino, 67, 18/06/2020
FULANE SILVE, 88889544, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-07-08, 0, Negativo, Masculino, 41, 21/05/2020
FULANE SILVE, 88889545, RUA LUGAR NENHUM, Mariana, 99999999, , 2020-05-29, 0, , Feminino, 21, 26/05/2020
FULANE SILVE, 88889546, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-03-24, 0, , Feminino, 1, 22/03/2020
FULANE SILVE, 88889547, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-17, 0, Negativo, Feminino, 48, 17/06/2020
FULANE SILVE, 88889548, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-15, 0, Negativo, Masculino, 55, 28/05/2020
FULANE SILVE, 88889549, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-04-19, 0, , Feminino, 51, 18/04/2020
FULANE SILVE, 88889550, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-12, 0, , Feminino, 67, 09/05/2020
FULANE SILVE, 88889551, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-31, 0, Negativo, Masculino, 41, 27/05/2020
FULANE SILVE, 88889552, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-23, 0, Negativo, Masculino, 46, 22/06/2020
FULANE SILVE, 88889553, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-31, 0, Negativo, Masculino, 50, 25/05/2020
FULANE SILVE, 88889554, RUA LUGAR NENHUM, SÆo Gonalo do Rio Abaixo, 99999999, , 2020-07-14, 0, Negativo, Masculino, 52, 07/07/2020
FULANE SILVE, 88889555, RUA LUGAR NENHUM, Itabirito, 99999999, , 2020-05-20, 0, Negativo, Feminino, 68, 18/05/2020
FULANE SILVE, 88889556, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-22, 0, Negativo, Masculino, 36, 19/06/2020
FULANE SILVE, 88889557, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-31, 0, Negativo, Masculino, 30, 29/05/2020
FULANE SILVE, 88889558, RUA LUGAR NENHUM, Nova Lima, 99999999, , 2020-07-06, 0, Positivo, Masculino, 36, 03/06/2020
FULANE SILVE, 88889559, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-21, 0, , Feminino, 43, 17/05/2020
FULANE SILVE, 88889560, RUA LUGAR NENHUM, Belo Horizonte, 99999999, , 2020-07-10, 0, Negativo, Feminino, 31, 10/07/2020
FULANE SILVE, 88889561, RUA LUGAR NENHUM, Mariana, 99999999, , 2020-06-17, 0, Positivo, Masculino, 40, 17/06/2020
FULANE SILVE, 88889562, RUA LUGAR NENHUM, Belo Horizonte, 99999999, , 2020-07-14, 0, Negativo, Feminino, 7, 13/07/2020
FULANE SILVE, 88889563, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-17, 0, Negativo, Feminino, 27, 17/06/2020
FULANE SILVE, 88889564, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-31, 0, Negativo, Masculino, 36, 27/05/2020
FULANE SILVE, 88889565, RUA LUGAR NENHUM, Conselheiro Lafaiete, 99999999, , 2020-06-04, 0, Negativo, Masculino, 22, 02/06/2020
FULANE SILVE, 88889566, RUA LUGAR NENHUM, Santa B rbara, 99999999, , 2020-06-26, 0, Positivo, Masculino, 27, 26/06/2020
FULANE SILVE, 88889567, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-27, 0, Negativo, Masculino, 44, 26/06/2020
FULANE SILVE, 88889568, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-18, 0, Negativo, Feminino, 46, 10/05/2020
FULANE SILVE, 88889569, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-31, 0, Negativo, Masculino, 33, 28/05/2020
FULANE SILVE, 88889570, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-09, 0, Negativo, Masculino, 62, 09/06/2020
FULANE SILVE, 88889571, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-15, 0, Negativo, Masculino, 37, 15/06/2020
FULANE SILVE, 88889572, RUA LUGAR NENHUM, Itabirito, 99999999, , 2020-06-29, 0, Positivo, Masculino, 37, 26/06/2020
FULANE SILVE, 88889573, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-24, 0, Negativo, Masculino, 34, 23/06/2020
FULANE SILVE, 88889574, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-31, 0, Negativo, Masculino, 38, 29/05/2020
FULANE SILVE, 88889575, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-07-15, 0, Negativo, Masculino, 54, 09/07/2020
FULANE SILVE, 88889576, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-27, 0, Negativo, Masculino, 58, 26/05/2020
FULANE SILVE, 88889577, RUA LUGAR NENHUM, Conselheiro Lafaiete, 99999999, , 2020-06-05, 0, Positivo, Masculino, 43, 03/06/2020
FULANE SILVE, 88889578, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-07-01, 0, Negativo, Masculino, 45, 25/06/2020
FULANE SILVE, 88889579, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-07-09, 0, Negativo, Masculino, 37, 08/07/2020
FULANE SILVE, 88889580, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-27, 0, Negativo, Masculino, 34, 18/05/2020
FULANE SILVE, 88889581, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-07-14, 0, , Masculino, 36, 09/07/2020
FULANE SILVE, 88889582, RUA LUGAR NENHUM, Belo Horizonte, 99999999, , 2020-06-04, 0, Negativo, Masculino, 40, 04/06/2020
FULANE SILVE, 88889583, RUA LUGAR NENHUM, Mariana, 99999999, , 2020-05-25, 0, Positivo, Masculino, 38, 22/05/2020
FULANE SILVE, 88889584, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-08, 0, Negativo, Masculino, 41, 08/06/2020
FULANE SILVE, 88889585, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-26, 0, Negativo, Feminino, 46, 26/05/2020
FULANE SILVE, 88889586, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-01, 0, , Feminino, 68, 01/06/2020
FULANE SILVE, 88889587, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-07-17, 0, Negativo, Masculino, 42, 17/07/2020
FULANE SILVE, 88889588, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-07-07, 0, Negativo, Feminino, 67, 27/06/2020
FULANE SILVE, 88889589, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-17, 0, Negativo, Masculino, 35, 17/06/2020
FULANE SILVE, 88889590, RUA LUGAR NENHUM, SÆo Gonalo do Rio Abaixo, 99999999, , 2020-07-08, 0, Negativo, Masculino, 32, 06/07/2020
FULANE SILVE, 88889591, RUA LUGAR NENHUM, SÆo Paulo, 99999999, , 2020-06-29, 0, Negativo, Masculino, 39, 25/06/2020
FULANE SILVE, 88889592, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-20, 0, Negativo, Masculino, 35, 19/06/2020
FULANE SILVE, 88889593, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-04, 0, Negativo, Masculino, 29, 01/06/2020
FULANE SILVE, 88889594, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-24, 0, Negativo, Masculino, 31, 24/06/2020
FULANE SILVE, 88889595, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-10, 0, Negativo, Masculino, 30, 09/06/2020
FULANE SILVE, 88889596, RUA LUGAR NENHUM, Ouro Preto, 99999999, Em tratamento domiciliar, 2020-05-22, 0, Negativo, Masculino, 30, 22/05/2020
FULANE SILVE, 88889597, RUA LUGAR NENHUM, SÆo Paulo, 99999999, , 2020-06-08, 0, Negativo, Feminino, 35, 05/06/2020
FULANE SILVE, 88889598, RUA LUGAR NENHUM, JoÆo Pessoa, 99999999, Cura, 2020-07-14, 0, Negativo, Feminino, 31, 10/06/2020
FULANE SILVE, 88889599, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-07-18, 0, Negativo, Feminino, 38, 09/07/2020
FULANE SILVE, 88889600, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-06, 0, Negativo, Feminino, 33, 20/05/2020
FULANE SILVE, 88889601, RUA LUGAR NENHUM, SÆo Paulo, 99999999, , 2020-06-01, 0, Negativo, Feminino, 32, 29/05/2020
FULANE SILVE, 88889602, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-03-23, 0, , Feminino, 36, 19/03/2020
FULANE SILVE, 88889603, RUA LUGAR NENHUM, Itabirito, 99999999, , 2020-07-06, 0, Positivo, Feminino, 46, 06/07/2020
FULANE SILVE, 88889604, RUA LUGAR NENHUM, SÆo Paulo, 99999999, , 2020-07-02, 0, Positivo, Masculino, 31, 30/06/2020
FULANE SILVE, 88889605, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-15, 0, Negativo, Masculino, 44, 15/06/2020
FULANE SILVE, 88889606, RUA LUGAR NENHUM, SÆo Paulo, 99999999, , 2020-06-08, 0, Negativo, Masculino, 38, 04/06/2020
FULANE SILVE, 88889607, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-26, 0, Negativo, Masculino, 37, 26/05/2020
FULANE SILVE, 88889608, RUA LUGAR NENHUM, Belo Horizonte, 99999999, , 2020-05-20, 0, Negativo, Masculino, 44, 20/05/2020
FULANE SILVE, 88889609, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-20, 0, Negativo, Masculino, 43, 19/06/2020
FULANE SILVE, 88889610, RUA LUGAR NENHUM, Belo Horizonte, 99999999, , 2020-06-09, 0, Negativo, Masculino, 41, 04/06/2020
FULANE SILVE, 88889611, RUA LUGAR NENHUM, Belo Horizonte, 99999999, , 2020-06-04, 0, Negativo, Masculino, 39, 04/06/2020
FULANE SILVE, 88889612, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-12, 0, Negativo, Masculino, 40, 20/04/2020
FULANE SILVE, 88889613, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-31, 0, Negativo, Masculino, 41, 27/05/2020
FULANE SILVE, 88889614, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-20, 0, Negativo, Masculino, 42, 19/06/2020
FULANE SILVE, 88889615, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-06, 0, Negativo, Masculino, 36, 05/06/2020
FULANE SILVE, 88889616, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-31, 0, Negativo, Masculino, 23, 28/05/2020
FULANE SILVE, 88889617, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-17, 0, Negativo, Masculino, 40, 17/06/2020
FULANE SILVE, 88889618, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-29, 0, Negativo, Masculino, 32, 26/06/2020
FULANE SILVE, 88889619, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-23, 0, Negativo, Masculino, 38, 22/06/2020
FULANE SILVE, 88889620, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-31, 0, Negativo, Masculino, 28, 29/05/2020
FULANE SILVE, 88889621, RUA LUGAR NENHUM, SÆo Paulo, 99999999, , 2020-06-10, 0, Negativo, Masculino, 35, 04/06/2020
FULANE SILVE, 88889622, RUA LUGAR NENHUM, Ouro Preto, 99999999, Cancelado, 2020-05-05, 0, Negativo, Feminino, 75, 03/05/2020
FULANE SILVE, 88889623, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-19, 0, Negativo, Masculino, 39, 19/06/2020
FULANE SILVE, 88889624, RUA LUGAR NENHUM, Ouro Preto, 99999999, Ignorado, 2020-03-17, 0, Negativo, Feminino, 28, 13/03/2020
FULANE SILVE, 88889625, RUA LUGAR NENHUM, Belo Horizonte, 99999999, Ignorado, 2020-04-30, 0, Negativo, Feminino, 33, 29/04/2020
FULANE SILVE, 88889626, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-28, 0, , Feminino, 27, 23/06/2020
FULANE SILVE, 88889627, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-24, 0, Negativo, Masculino, 32, 23/06/2020
FULANE SILVE, 88889628, RUA LUGAR NENHUM, Nova Lima, 99999999, , 2020-05-25, 0, Positivo, Masculino, 45, 20/05/2020
FULANE SILVE, 88889629, RUA LUGAR NENHUM, SÆo Paulo, 99999999, , 2020-05-26, 0, Negativo, Masculino, 50, 25/05/2020
FULANE SILVE, 88889630, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-08, 0, Negativo, Masculino, 36, 01/06/2020
FULANE SILVE, 88889631, RUA LUGAR NENHUM, Santa B rbara, 99999999, , 2020-05-25, 0, Positivo, Masculino, 33, 25/05/2020
FULANE SILVE, 88889632, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-31, 0, Negativo, Masculino, 56, 28/05/2020
FULANE SILVE, 88889633, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-04, 0, Negativo, Masculino, 28, 02/06/2020
FULANE SILVE, 88889634, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-15, 0, Negativo, Masculino, 35, 15/06/2020
FULANE SILVE, 88889635, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-04, 0, Negativo, Masculino, 36, 03/06/2020
FULANE SILVE, 88889636, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-12, 0, Negativo, Masculino, 44, 29/05/2020
FULANE SILVE, 88889637, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-23, 0, Negativo, Masculino, 46, 22/06/2020
FULANE SILVE, 88889638, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-31, 0, Negativo, Masculino, 40, 28/05/2020
FULANE SILVE, 88889639, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-12, 0, Negativo, Masculino, 44, 29/05/2020
FULANE SILVE, 88889640, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-10, 0, Negativo, Feminino, 28, 10/06/2020
FULANE SILVE, 88889641, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-04, 0, Negativo, Masculino, 26, 01/06/2020
FULANE SILVE, 88889642, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-17, 0, Negativo, Masculino, 39, 17/06/2020
FULANE SILVE, 88889643, RUA LUGAR NENHUM, Itabirito, 99999999, , 2020-06-29, 0, Negativo, Feminino, 69, 15/06/2020
FULANE SILVE, 88889644, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-19, 0, Negativo, Masculino, 44, 19/06/2020
FULANE SILVE, 88889645, RUA LUGAR NENHUM, Ouro Preto, 99999999, Cancelado, 2020-05-04, 0, Negativo, Masculino, 61, 02/04/2020
FULANE SILVE, 88889646, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-31, 0, Negativo, Masculino, 58, 29/05/2020
FULANE SILVE, 88889647, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-22, 0, Negativo, Masculino, 55, 19/06/2020
FULANE SILVE, 88889648, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-04, 0, Negativo, Masculino, 45, 25/05/2020
FULANE SILVE, 88889649, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-31, 0, Negativo, Masculino, 50, 25/05/2020
FULANE SILVE, 88889650, RUA LUGAR NENHUM, Ouro Preto, 99999999, àbito, 2020-04-14, 0, Negativo, Masculino, 72, 09/04/2020
FULANE SILVE, 88889651, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-30, 0, Negativo, Masculino, 42, 30/06/2020
FULANE SILVE, 88889652, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-03-24, 0, , Masculino, 26, 22/03/2020
FULANE SILVE, 88889653, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-27, 0, , Masculino, 2, 27/05/2020
FULANE SILVE, 88889654, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-28, 0, Negativo, Masculino, 42, 25/05/2020
FULANE SILVE, 88889655, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-31, 0, Negativo, Masculino, 27, 28/05/2020
FULANE SILVE, 88889656, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-29, 0, Negativo, Masculino, 24, 28/05/2020
FULANE SILVE, 88889657, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-04, 0, Negativo, Masculino, 34, 02/06/2020
FULANE SILVE, 88889658, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-04, 0, Negativo, Masculino, 32, 02/06/2020
FULANE SILVE, 88889659, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-31, 0, Negativo, Masculino, 25, 29/05/2020
FULANE SILVE, 88889660, RUA LUGAR NENHUM, Congonhas, 99999999, , 2020-05-23, 0, Negativo, Masculino, 39, 23/05/2020
FULANE SILVE, 88889661, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-26, 0, Negativo, Masculino, 15, 26/06/2020
FULANE SILVE, 88889662, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-07-07, 0, Negativo, Feminino, 37, 30/06/2020
FULANE SILVE, 88889663, RUA LUGAR NENHUM, SÆo Paulo, 99999999, , 2020-07-01, 0, Negativo, Feminino, 20, 26/06/2020
FULANE SILVE, 88889664, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-08, 0, , Masculino, 20, 04/06/2020
FULANE SILVE, 88889665, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-07-09, 0, , Masculino, 19, 26/06/2020
FULANE SILVE, 88889666, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-16, 0, Negativo, Masculino, 31, 16/06/2020
FULANE SILVE, 88889667, RUA LUGAR NENHUM, SÆo Paulo, 99999999, , 2020-07-02, 0, Negativo, Feminino, 22, 01/07/2020
FULANE SILVE, 88889668, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-04-20, 0, Negativo, Feminino, 2, 19/04/2020
FULANE SILVE, 88889669, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-07, 0, Negativo, Masculino, 23, 05/06/2020
FULANE SILVE, 88889670, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-26, 0, Negativo, Masculino, 24, 26/05/2020
FULANE SILVE, 88889671, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-29, 0, Negativo, Masculino, 33, 26/06/2020
FULANE SILVE, 88889672, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-07-08, 0, Negativo, Masculino, 33, 30/06/2020
FULANE SILVE, 88889673, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-03-04, 0, Negativo, Feminino, 30, 02/03/2020
FULANE SILVE, 88889674, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-04, 0, Negativo, Masculino, 26, 01/06/2020
FULANE SILVE, 88889675, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-07-19, 0, Positivo, Masculino, 37, 09/07/2020
FULANE SILVE, 88889676, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-03-27, 0, , Masculino, 3, 22/03/2020
FULANE SILVE, 88889677, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-15, 0, Negativo, Masculino, 36, 15/06/2020
FULANE SILVE, 88889678, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-31, 0, Negativo, Masculino, 28, 27/05/2020
FULANE SILVE, 88889679, RUA LUGAR NENHUM, Mariana, 99999999, , 2020-05-25, 0, Positivo, Masculino, 31, 22/05/2020
FULANE SILVE, 88889680, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-07-09, 0, , Feminino, 40, 05/07/2020
FULANE SILVE, 88889681, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-07-02, 0, Negativo, Feminino, 56, 26/06/2020
FULANE SILVE, 88889682, RUA LUGAR NENHUM, Santa B rbara, 99999999, , 2020-06-25, 0, Positivo, Masculino, 45, 25/06/2020
FULANE SILVE, 88889683, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-16, 0, Negativo, Masculino, 40, 16/06/2020
FULANE SILVE, 88889684, RUA LUGAR NENHUM, Ouro Preto, 99999999, Cura, 2020-07-03, 0, Negativo, Masculino, 58, 24/06/2020
FULANE SILVE, 88889685, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-07-16, 0, , Masculino, 35, 16/07/2020
FULANE SILVE, 88889686, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-03-28, 0, , Feminino, 22, 18/03/2020
FULANE SILVE, 88889687, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-31, 0, Negativo, Masculino, 47, 27/05/2020
FULANE SILVE, 88889688, RUA LUGAR NENHUM, Itabira, 99999999, , 2020-07-08, 0, Negativo, Masculino, 51, 21/05/2020
FULANE SILVE, 88889689, RUA LUGAR NENHUM, Belo Horizonte, 99999999, , 2020-06-04, 0, Negativo, Masculino, 35, 04/06/2020
FULANE SILVE, 88889690, RUA LUGAR NENHUM, Mariana, 99999999, , 2020-05-07, 0, , Masculino, 51, 07/05/2020
FULANE SILVE, 88889691, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-18, 0, Negativo, Masculino, 44, 07/05/2020
FULANE SILVE, 88889692, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-07-20, 0, Negativo, Masculino, 57, 20/07/2020
FULANE SILVE, 88889693, RUA LUGAR NENHUM, Ouro Preto, 99999999, Cura, 2020-05-25, 0, Negativo, Masculino, 82, 22/05/2020
FULANE SILVE, 88889694, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-31, 0, Negativo, Masculino, 43, 25/05/2020
FULANE SILVE, 88889695, RUA LUGAR NENHUM, Itabirito, 99999999, , 2020-05-14, 0, Negativo, Masculino, 55, 11/05/2020
FULANE SILVE, 88889696, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-16, 0, Negativo, Masculino, 47, 16/06/2020
FULANE SILVE, 88889697, RUA LUGAR NENHUM, Itapecerica, 99999999, , 2020-03-28, 0, , Masculino, 68, 27/03/2020
FULANE SILVE, 88889698, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-19, 0, Positivo, Masculino, 49, 11/06/2020
FULANE SILVE, 88889699, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-31, 0, Negativo, Masculino, 60, 29/05/2020
FULANE SILVE, 88889700, RUA LUGAR NENHUM, Belo Horizonte, 99999999, , 2020-06-10, 0, Positivo, Masculino, 36, 05/06/2020
FULANE SILVE, 88889701, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-18, 0, Negativo, Masculino, 56, 05/06/2020
FULANE SILVE, 88889702, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-31, 0, Negativo, Masculino, 34, 29/05/2020
FULANE SILVE, 88889703, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-15, 0, Negativo, Masculino, 52, 15/06/2020
FULANE SILVE, 88889704, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-16, 0, Positivo, Masculino, 56, 16/06/2020
FULANE SILVE, 88889705, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-03, 0, , Masculino, 43, 02/05/2020
FULANE SILVE, 88889706, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-08, 0, Negativo, Masculino, 47, 01/06/2020
FULANE SILVE, 88889707, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-13, 0, Negativo, Masculino, 59, 13/06/2020
FULANE SILVE, 88889708, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-30, 0, Negativo, Masculino, 56, 30/05/2020
FULANE SILVE, 88889709, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-06, 0, Negativo, Masculino, 50, 20/05/2020
FULANE SILVE, 88889710, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-15, 0, Negativo, Masculino, 60, 08/05/2020
FULANE SILVE, 88889711, RUA LUGAR NENHUM, Belo Horizonte, 99999999, , 2020-07-07, 0, Negativo, Masculino, 48, 04/07/2020
FULANE SILVE, 88889712, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-31, 0, Negativo, Feminino, 39, 28/05/2020
FULANE SILVE, 88889713, RUA LUGAR NENHUM, Itabira, 99999999, , 2020-07-07, 0, Negativo, Masculino, 26, 29/05/2020
FULANE SILVE, 88889714, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-18, 0, Negativo, Feminino, 28, 05/06/2020
